600102574,,,
600101730,,,
600101636,,,
600117395,,,
600102498,,,
600014426,,,
600117123,,,
600116761,600116760,,
600117806,,,
600043958,,,
600102929,,,
600087601,,,
600117481,,,
600085717,,,
600028329,600057708,,
600026790,,,
600087597,,,
600058285,,,
600058305,,,
600028405,600057789,,
600044202,,,
600044203,,,
600055770,,,
600114673,,,
600027659,,,
600088352,,,
600014810,,,
600087978,,,
600072688,,,
600025795,,,
600116916,,,
600114084,,,
600101891,,,
600014550,,,
600102823,,,
600040980,,,
600069893,,,
600117290,,,
600102400,600117288,,
600010994,,,
600099335,,,
600013615,600102033,,
600010729,600113997,,
600073144,,,
600013354,,,
600058725,,,
600058568,,,
600088323,,,
600088174,,,
600011110,,,
600044216,,,
600086077,,,
600086076,,,
600116906,,,
600107680,,,
600014565,,,
600117376,,,
600085986,,,
600088370,,,
600117923,,,
600057847,,,
600043251,,,
600117213,,,
600064249,600005215,,
600043545,,,
600014072,,,
600058508,,,
600027654,,,
600055644,,,
600102782,,,
600115254,,,
600064161,,,
600063512,,,
600043088,,,
600013352,,,
600102752,,,
600019465,,,
600048897,,,
600029283,,,
600029417,,,
600044059,,,
600088409,,,
600041065,,,
600058608,,,
600115929,600086540,,
600103025,,,
600101621,600042845,,
600029064,,,
600117525,,,
600080003,,,
600069781,,,
600072935,,,
600013193,600072164,,
600085587,,,
600026467,,,
600116389,,,
600077445,,,
600049268,600108036,,
600063899,,,
600029017,,,
600033184,,,
600100926,,,
600092127,,,
600087077,,,
600034300,,,
600092128,,,
600013913,,,
600102747,,,
600020535,,,
600117403,,,
600029061,,,
600108037,,,
600113814,,,
600085369,,,
600071852,,,
600092125,,,
600062218,,,
600058480,,,
600044377,,,
600018493,,,
600100290,,,
600085689,,,
600014069,,,
600043633,,,
600079045,,,
600114075,,,
600005208,,,
600088022,,,
600028933,,,
600077144,,,
600014176,,,
600087741,,,
600087767,,,
600062295,,,
600034902,,,
600034982,,,
600086415,,,
600056761,600086418,,
600003970,,,
600098945,,,
600043605,,,
600111490,,,
600077877,,,
600056381,,,
600108657,,,
600062913,,,
600092582,,,
600111839,,,
600043381,,,
600010881,,,
600068912,,,
600025764,,,
600079400,,,
600005832,,,
600115609,,,
600100733,600041459,,
600028456,,,
600057834,,,
600024746,,,
600026352,,,
600026353,,,
600086138,,,
600068495,,,
600053855,,,
600008988,,,
600113682,,,
600022462,,,
600096090,,,
600034431,,,
600050304,,,
600056602,,,
600094447,,,
600072220,,,
600003871,,,
600087064,,,
600040080,,,
600050303,,,
600086230,,,
600073801,,,
600006289,,,
600026252,,,
600050719,,,
600065077,,,
600085968,,,
600048162,,,
600011255,,,
600078803,,,
600048163,,,
600049922,,,
600021802,600110182,,
600039984,600113295,,
600064773,,,
600013112,,,
600026663,,,
600068064,,,
600051298,,,
600078505,,,
600078880,,,
600007756,,,
600054653,,,
600010402,,,
600019849,,,
600005726,,,
600063739,,,
600069674,,,
600071086,,,
600100462,,,
600064415,,,
600114444,,,
600040846,,,
600116374,,,
600024844,,,
600084791,,,
600108317,,,
600004042,,,
600037384,600022560,,
600078049,,,
600007564,,,
600037640,,,
600114524,,,
600008514,600008515,,
600054233,,,
600096409,600111240,600037522,
600112780,,,
600110311,,,
600024734,600069027,,
600100824,,,
600013175,,,
600092873,,,
600012434,,,
600020717,,,
600080899,,,
600064866,,,
600068488,,,
600067582,,,
600053126,,,
600093464,,,
600053595,,,
600011551,,,
600108562,,,
600020619,,,
600007123,,,
600009348,,,
600056944,,,
600022777,,,
600029560,,,
600115801,,,
600107738,,,
600010133,,,
600019390,,,
600097527,,,
600012704,,,
600022904,,,
600025866,,,
600070713,,,
600087221,,,
600013332,,,
600005922,,,
600033720,,,
600072053,,,
600109128,,,
600018797,,,
600037633,,,
600084233,,,
600053488,,,
600053593,,,
600050006,,,
600094225,,,
600083017,,,
600012703,,,
600086119,,,
600072597,,,
600117051,,,
600028608,,,
600033805,,,
600078870,,,
600064073,,,
600093010,,,
600064403,,,
600109020,,,
600035916,,,
600113278,,,
600005117,,,
600021186,,,
600069018,,,
600035561,,,
600070234,,,
600093986,,,
600068480,,,
600106541,,,
600091771,,,
600032886,,,
600007747,,,
600040743,,,
600004687,,,
600097524,,,
600055621,,,
600020004,,,
600067697,,,
600097160,,,
600052083,,,
600111229,,,
600099745,,,
600024718,,,
600039066,,,
600006031,,,
600065072,,,
600093629,,,
600092496,,,
600039160,,,
600092500,,,
600033795,,,
600093146,,,
600107794,,,
600010862,,,
600035681,,,
600026325,,,
600092216,,,
600063048,,,
600083832,,,
600047680,,,
600057179,,,
600083379,,,
600086383,,,
600101361,,,
600086887,,,
600013650,,,
600068467,,,
600038305,,,
600102140,,,
600053581,,,
600050510,,,
600072712,,,
600035663,,,
600094958,,,
600032131,,,
600025260,,,
600025262,,,
600037625,,,
600057494,,,
600031981,,,
600042485,,,
600114127,,,
600063874,,,
600041238,,,
600031902,,,
600061278,,,
600001850,,,
600111822,,,
600085430,,,
600026550,,,
600069533,,,
600069532,,,
600071670,,,
600071566,,,
600056724,,,
600064225,,,
600026316,,,
600005107,,,
600070404,,,
600004926,,,
600106621,600077328,,
600003453,,,
600034349,,,
600001549,,,
600104744,,,
600101279,,,
600105603,,,
600080541,,,
600064307,,,
600012174,,,
600063572,,,
600090112,,,
600104867,,,
600063571,,,
600087373,,,
600100351,,,
600011320,,,
600026732,,,
600070119,,,
600110037,600036702,,
600051143,,,
600067794,,,
600017811,,,
600016452,600090262,,
600085747,,,
600028357,,,
600097265,,,
600048691,,,
600049719,,,
600001899,,,
600093798,,,
600034876,,,
600111465,,,
600080528,,,
600047269,,,
600043049,,,
600067674,,,
600046728,,,
600037763,,,
600010853,,,
600024391,,,
600083357,,,
600027136,,,
600046170,,,
600041778,,,
600091277,,,
600057320,600057477,,
600026431,,,
600072099,,,
600032052,,,
600065273,,,
600010105,,,
600005014,,,
600107656,,,
600060604,,,
600048869,,,
600051954,,,
600007627,,,
600046029,600060649,,
600106616,,,
600060603,,,
600086275,,,
600050599,,,
600022430,,,
600026430,,,
600002010,,,
600047824,,,
600030675,,,
600033040,,,
600051391,,,
600105102,,,
600082879,,,
600089801,,,
600032946,,,
600018568,,,
600075987,,,
600071736,600042550,,
600076945,,,
600056637,,,
600002874,,,
600008865,,,
600116091,,,
600090406,,,
600012499,,,
600028132,600042960,,
600021866,,,
600035540,,,
600089731,,,
600047396,,,
600019654,,,
600019655,,,
600015540,,,
600032383,,,
600002943,,,
600090755,,,
600074578,,,
600083699,,,
600049807,,,
600081880,,,
600034579,,,
600061737,,,
600060128,600104301,,
600086274,600100690,600100605,
600079193,,,
600000942,,,
600054094,,,
600091269,,,
600051255,,,
600003946,,,
600021766,,,
600071053,,,
600115371,,,
600106817,,,
600003945,,,
600036359,,,
600074303,,,
600095310,,,
600109534,,,
600058990,,,
600111898,,,
600006255,,,
600079279,,,
600054823,,,
600113638,,,
600105723,,,
600056001,,,
600085638,,,
600022422,,,
600011516,,,
600007533,,,
600099830,,,
600058973,,,
600070303,,,
600085417,,,
600070775,,,
600033972,,,
600017384,,,
600092848,,,
600019136,,,
600064287,,,
600083560,,,
600093343,,,
600064288,,,
600061336,,,
600090899,,,
600033694,,,
600107210,,,
600111194,,,
600109533,,,
600093856,,,
600046484,,,
600099368,,,
600097603,,,
600034200,,,
600018183,,,
600106600,,,
600113432,,,
600003052,,,
600017149,,,
600080627,,,
600031332,,,
600089885,,,
600080971,,,
600004378,,,
600113154,,,
600039544,,,
600078340,,,
600016580,,,
600001889,,,
600107929,600093278,,
600025934,,,
600016005,,,
600033590,,,
600107302,,,
600024476,,,
600016905,,,
600110513,,,
600018752,,,
600022102,,,
600017620,,,
600036796,,,
600001081,,,
600015233,,,
600105037,,,
600070384,600071370,,
600045533,,,
600055289,,,
600008340,,,
600096750,,,
600019212,,,
600054819,,,
600074712,,,
600062951,,,
600084088,600025445,,
600063202,,,
600016439,,,
600078097,,,
600025443,,,
600074710,,,
600110512,,,
600085413,,,
600112535,,,
600089259,,,
600047256,,,
600074865,,,
600030668,,,
600107568,,,
600047652,,,
600112534,,,
600006958,,,
600095039,,,
600097898,,,
600031672,,,
600002201,,,
600021979,,,
600007204,,,
600047651,,,
600094922,,,
600038130,,,
600021978,,,
600044678,,,
600038251,,,
600047441,,,
600106186,,,
600044679,,,
600038131,,,
600009490,600112628,,
600032694,,,
600024795,,,
600000300,,,
600097892,,,
600084570,,,
600075522,,,
600109516,,,
600007319,,,
600000165,,,
600059974,,,
600088711,,,
600059163,,,
600009161,,,
600054905,,,
600062095,,,
600061030,,,
600022519,,,
600060500,,,
600090179,,,
600010663,,,
600037122,,,
600048840,,,
600048924,,,
600108702,,,
600009295,,,
600094919,,,
600006242,,,
600076343,,,
600091559,,,
600015755,,,
600005250,,,
600014885,,,
600092472,,,
600060713,,,
600019283,,,
600081509,,,
600014886,,,
600047499,,,
600051926,,,
600016228,,,
600076808,,,
600059970,,,
600069722,,,
600038387,,,
600091555,,,
600030200,,,
600020297,,,
600047378,,,
600023615,,,
600035036,,,
600080054,,,
600103743,,,
600064448,,,
600082845,,,
600007298,,,
600088832,,,
600110477,,,
600059680,,,
600095717,600022197,,
600095842,600007417,600110592,600066389
600039422,,,
600061484,,,
600029648,,,
600105581,,,
600092732,,,
600004003,,,
600081389,,,
600036888,,,
600046079,,,
600074393,,,
600058964,,,
600046472,,,
600104634,,,
600081988,,,
600002925,,,
600103461,,,
600036208,,,
600021256,,,
600091100,,,
600051109,,,
600033307,,,
600036325,,,
600031592,,,
600111421,,,
600103139,600095714,,
600016134,,,
600067625,,,
600001435,,,
600104978,,,
600050130,,,
600004001,,,
600095274,,,
600089233,,,
600061848,,,
600032493,,,
600063695,,,
600018917,,,
600031929,,,
600002269,,,
600062944,,,
600096456,,,
600061143,,,
600037574,,,
600079520,,,
600024652,600098288,,
600068824,,,
600034326,,,
600020462,,,
600019496,,,
600080500,600006552,,
600021619,,,
600065649,,,
600049153,,,
600003513,600077399,,
600068822,,,
600039004,,,
600105573,,,
600032100,,,
600031169,,,
600031320,,,
600035195,,,
600090371,,,
600032157,,,
600112327,600053411,600000044,
600032024,,,
600000009,,,
600015979,,,
600065891,,,
600060031,,,
600092720,,,
600002694,,,
600050117,,,
600016625,,,
600108959,,,
600060704,,,
600076321,,,
600113141,,,
600064033,,,
600107178,,,
600030816,,,
600019558,,,
600009977,,,
600106327,,,
600089851,,,
600074845,,,
600105814,,,
600006548,,,
600080261,,,
600080262,,,
600009379,600112510,,
600009378,,,
600104209,,,
600006335,,,
600089624,,,
600032484,,,
600031580,,,
600021096,,,
600109849,600013882,,
600023713,600067862,,
600078677,,,
600036433,,,
600003903,,,
600047308,,,
600093500,,,
600004348,,,
600065880,,,
600001058,,,
600020367,,,
600048088,,,
